predicted,actual,diff,comment
0,5,5," Uffff, tak tohle si budu pamatovat asi navždy. Je to pro opravdu silné povahy, ale takto esenciální, mnohovýznamový a sugestivní zážitek se vidí opravdu pouze jednou za čas. V jednoduchém podání zde uvidíme špínou překypující šokující příběh o vztahu muže a prasnice, kteří zplodí potomky. Ve filmu se tvůrci nebáli zařadit vizuálně odpudivé scény  bestiality a koprofágie, které odpudí řadu diváků - já jsem se teda taky místy hodně kroutil, moc dobře mi z toho nebylo. Tato ústřední extrémní rovina je velice silným východiskem pro existenciálně-pocitovou interpretaci celého díla, ve kterém se jednotlivé motivy konfrontují (již od úvodního navolení motivu – vztahu člověka a jiného živočišného druhu) snad v každém záběru filmu. Kontrasty rozličných fyzických a duchovních rozměrů existence se zde perou od začátku do konce. Film lze pojmout jako náhled na zkulturnění jedince, odpoutání se od počátečního naturálního přebývání ve špíně a následná touha po návratu k prapodstatě. Nebo jako kontrast nábožensky dané vrženosti bytí do fyzického prostoru a primární spjatosti jedince s tímto prostorem, což ústí v absolutní odmítnutí víry a náboženství. Nebo jako prostou rozpolcenost člověka a jeho existenčního vztahu ke světu. Snahu pochopit svoje místo ve světě, význam vlastních konaných činů. Nebo jako prostou parodii na romantické kýčovité slaďáky – ale teda hodně silnou :-)))) .Celý film je vlastně velkou konfrontací geobiologické matrix  zemské existence (proto ty neustále záběry na žížaly, hlínu, výkaly, zvířata) a duchovního rozměru života. Film jakoby symbolizoval věčnou touhu po odpoutání se od fyzična, směřování k duchovnímu rozměru, kulturnímu uspořádání, návykům a zvyklostem. To vše je ale neustále bezvýchodně sráženo konfrontací s každodenní špínou, opakovanými elementárně-biologickými úkony (ranní latrína), což vede k nezvládnutí základních mantinelů existence, odporným činům a ulpění ve stále se zrychlujícím víru šílenství, na jehož konci čeká jen vysvobození v podobě kýžené smrti. Dost dekadentní, že ano přátelé. A přesně takový tenhle film je. Ve špinavě černobílém vizuálu, odehrávající se kdesi v polorozbořené stodole se zvonicí na konci světa, ve všudypřítomné špíně, bahnu, sračkách a výkalech hospodářských zvířat. S fascinujícím hudebním doprovodem, kde převládá církevní hudba s žalmovými kostelními zpěvy a zneklidňující zvuky, umocňující vlastní zvukově-pocitovou dějovou stopu filmu.  Napsat by se zde dalo ještě mnoho, způsobů interpretace celého filmu a jeho částí je mnoho a mnoho a mohly by se o tom vést sáhodlouhé debaty. Umělecký zážitek par excelence. Divák ovšem musí překonat prvotní odpor a hnus. Tudíž jako obvykle doporučení pro silné nátury, psychicky labilní jedinci by se tomuhle měli raději obloukem vyhnout, aby neskončili tak jako naše hlavní postava. On koneckonců ten závěr místy až vzbuzuje pocit, že se nám tvůrci snaží v recesi říct - kašlete na to, všechno je vzhůru nohama (doslova!) režisér je blázen, radši si z toho nic nedělejte. A nebo taky že blázen je divák a všichni lidé a nic na světě nemá smysl. Mimochodem, vysoce dekadentní tečkou je ono postupné zjištění, cože je onou svatební vázou. Uff. Kdyby existovala inkvizice, tak by se tvůrci tohohle filmu smažili na hořící hranici jako první. 10/10"
0,2,2," Tohle je přesně ten film, u kterého se nutně musí vystřídat celá škála hodnocení. Jedni to vezmou z té symbolicko-umělecké stránky a budou hodnotit vysoko, druzí si z toho odnesou jen to dekadentní a odporné, tudíž vysolí odpad a pak je tu skupinka uživatelů jako jsem já, kteří z toho mají velmi rozporuplné pocity. Pár věcí mi vadilo, pár věcí mě zklamalo, pár naopak překvapilo, každopádně největší podíl na mém pouze 2-hvězdičkovém hodnocení má poslední 20 minutovka, která zbytečně kazí dojem z jinak velmi neobvyklého počinu a sklouzává do přímočaré nechutnosti. Celkově tedy 40%."
0,5,5, Takhle si představuju poetický film.
0,0,0," Tento film sa nedá ohodnotiť ani racionálne popísať. Ak sa k nemu dostanete v rácmi temných archívov, neostáva mi nič iné iba vás varovať, no súčasne aj odporúčať túto surrealistickú úchylnosť."
1,1,0, ...za hercovu odvahu
0,5,5," Maximálně lyrický film, kde je takřka každý záběr prosvětlen chvějivou (tremendum) poezií. V podstatě nic na něm není žádným způsobem zvrhlého, protože to co má Váza z Lautréamontova Maldorora je zjemněno emocionální taktilností (je to jeden z těch filmů, který se vás, když mu to dovolíte, bude opravdu do-týkat) černobílé kamery do Rimbaudova Spáče v úvalu. Jeho odmítání většinou diváků má možná stejné kořeny jako v případě Pasoliniho Saló. Svatební váza se dostává až moc blízko k nám samým. Proč pozorovat na plátně hodiny jak se lidé navzájem mučí a masakrují je ""zábava"" a dívat se patnáct minut na to jak někdo pojídá vlastní hovna je - neskousnutelné? Jednou z možných odpovědí je, že situace v níž budeme mučiteli/oběťmi je pro nás nepravděpodobná, hovna jsou ale nevyhnutelností pro každého."
5,5,0," Nejromantičtější příběh osudové lásky všech dob je tady! Těžce naturalistické, s geniálním soundtrackem a se třemi malými prasátky. Možná vám z toho bude špatně. A možná v bezdialogovém žraní hoven a souložení s prasnicí odhalíte reflexi samoty člověka a paralelu společnosti. Pokud chcete komplexní romantický film a ne tuctovou povrchní slaďárnu, riskněte to se Svatební vázou!"
0,3,3," Tohle mě dost minulo... Přiznám tomu mnoho kvalit, ale film se mě nijak nedotkl. Nuda"
4,4,0," Pojďme si na následujících řádcích SPOILERoidně vysvětlit, proč je Svatební váza klasickým konfliktem liberálních a konzervativních hodnot a tragédií vztahu mimo tradiční instituce alá Faust a Markétka, a nikoli samoúčelným rádoby šokujícím experimentem, jak by se snad mohlo některým prosťáčkům zdát. Zkušená, životem protřelá svině nechce skončit jako svobodná krůta, kterou si může obskočit, kdo chce a kdy chce, je si vědoma, jakého drbání je schopna místní silně konzervativní drůbež, přesto ve chvilkové slabosti podlehne svodům předmanželského sexu iniciovaného nepraktickým snílkovským usmrkánkem. Se znalostí toho, že usmrkánek je neschopný závazku a vážného vztahu, se nejprve pokusí jako klasická tragická hrdinka oběsit na zvonu, načež se vydá trucovat na seník. Nezodpovědnost partnera je dále ilustrována tím, že si jde raději pouštět draka, než aby pomáhal s kojením čerstvě povitého potomstva. Tlačen do sňatku a buzerován konzervativně založenou sviní podléhá laciné roztomilosti potomků, kterým nakonec dává přednost před láskou. Jeho iluze jsou ale konfrontovány s drsnou realitou, když zjišťuje, že na výchovu rozjívených dětí nestačí, na koníčky dávno nemá čas a že vůbec v přejímání tradičně ženských povinností selhal na plné čáře. Věren svému charakteru se problém pokusí definitivně eliminovat. Žalem šílená svině to pak vezme Viktorka style a muži nezbývá, než se dát na pokání. Takže: tradice a společenské zvyklosti si z fouňovského pocitu svobodomyslnosti porušujte, ale buďte připraveni si doslova vyžrat, co jste si nadrobili, protože jedině přijetím zodpovědnosti se dostanete do nebe (což je z pohledu prasnice jistě šílená nespravedlnost)."
0,5,5, Toto je ten pravý milostný příběh o věčné a nehynoucí lásce. Jsem uchvácen a zvrácen.
5,0,5," Film o dětství Artura Rimbauda. Jakmile začal mluvit začlo to s ním jít z kopce, ale to šukání prasat mu zůstalo http://www.csfd.cz/film/23830-uplne-zatmeni-total-eclipse/ ."
0,0,0," Vase de noces nie je vôbec film o narúšaní stereotypu, ako by sa mohlo zdať (narúšanie stereotypu je následok jeho premietania), práve naopak - je to podobenstvo o snahe žiť stereotypne v takmer nezvládnuteľných podmienkach. A to dokonca podobenstvo rozmerov antickej tragédie! Alebo?"
0,0,0," Film je naprostý odpad, ztráta času se na něj dívat, zbytečnost jej natočit. Toto opravdu není surrealismus a postrádám i zmíněnou inspiraci Boschem či Brueghelem. Pokud jej někdo považuje za umělecký, tak je pokrytec."
5,5,0," Kontroverzní film belgického surrealisty Thierryho Zéna, který už dopředu přechází jeho pověst kultovního a v mnoha zemích zakázaného filmu. Možná paradoxně právě tento fakt, pořadateli LFŠ všemožně proklamovaný, mírně kalí samotný zážitek z filmu. Ve své podstatě není Svatební váza až tak šokující nebo dokonce násilný film. Celková kompozice černobílého obrazu připomíná malířské plátno, kde by každý záběr mohl tvořit samostatný obraz. Sám Thierry Zéno přiznává, že hledal inspiraci v obrazech. Film rozhodně neoplývá scénami explicitního násilí a většina zvrhlostí je ukázána „dost milosrdně“. Režisér nastiňuje situaci hlavního hrdiny, absencí jakýchkoliv dalších postav a verbálního projevu, jako posledního přežívajícího člověka. V tomto kontextu pak jeho sexuální soužití se samotnou sviní nabývá zcela jiných rozměrů. Pomyslný zlom přichází přibližně v polovině filmu, kdy u hlavního hrdiny dochází k možná nevyhnutelnému duševnímu zvratu. Docela zajímavá se pak zdá být scéna, kdy hlavní hrdina objímá svini a paprsek světla, který je částečně protíná, připomíná ostří nože. Poté přichází zvrhlé scény jako oběšení selátek, pojídání vlastních fekálií atd. Dokonání zkázy pak symbolizuje obřad, kdy se hrdina rituálně pohřbí spolu s mrtvou sviní. [LFŠ 2009 – host: Thierry Zéno]"
0,1,1," A viete že ten režisér ani nevyzerá naživo veľmi úchylne? Ešteže sme sa dozvedeli že má také vznešené inšpirácie a nie žiadne latentné túžby:) Viac ako sex s prasnicou ma však rozčúlil začiatok v podobe nastokávania hlavy bábiky na úbohé vtáčiky, to bolo riadne psycho."
0,3,3," Když se to vezme kolem a kolem, zas tak zvrácené to není. Zvrácené je třeba setkání deštníku se šicím strojem na operačním stole, ale pozvracet se, když sním hovno, mi připadá docela normálka. Tím chci říct, že nebylo rozumné očekávat nejšokantnější vizuální vjemy svého života, k čemuž bohužel pověst tohoto snímku svádí. Rozjímalo se mi ale dobře."
0,0,0," Keby aj originálny názov znel ""The Pig Fucking Movie"" (a nie nič neznamenajúca ""Svadobná váza"") a nehral by sa na umenie a skryté myšlienky, možno by som bol zhovievavejší (dal by som aspoň to moje pôvodne zamýšľané WTF / 10), ale v konečnom dôsledku nevidím dôvod, prečo dať tomuto psychopatickému pseudoumeniu viac než okrúhlu 0 / 10."
1,5,4," .....i ten nejvetsi prudic, ktery naprosto pohrda timto experimentem, by mel svuj hvezdickovy nazor prehodnotit ! prece udelat film bez dialogu (ktery navic ani sekundu NENUDI, a to i diky vynikajici kamere),  pouze s 1 ucinkujicim, 15 slepicemi, 1 sviní, 3 selatky a cca 5 litry sraček v praktickem sracím lavoru je fenomenalni.. navic bych vyzdvihl do vysin pocatecni sekvenci s holuby - anděly..famozni nápad...........Zeno je MAJSTR reziser, ktery se po filmu se nebal prijit, a sve fekalitky odhodlane a s nadhledem obhajit... standing ovation, totalni bomba 10/10 (LFS 2009) [klasifikace horror je zde dost mimo]"
0,2,2," Chcela som dať odpad!, ale po besede s režisérom sa mi zdá toto hodnotenie primeranejšie (i keď si naozaj nemyslím, že námet čerpal z Jungových kníh, básní a obrazov, v tom bude nejaká úchylka:). Niežeby som mala niečo proti zoofílii s prasnicou a následným splodením potomkov s danou dámou či konzumácii vlastných výkalov, ale dosť ma to nudilo."
0,3,3, Není důležité vyhrát ale zúčastnit se
0,5,5," Ty kokotské anglické názvy si tenhle vynikající snímek nezasloužil...:-( _____ Thierry Zéno rozhodně v pofilmové diskuzi nepůsobil jako neinteligentní úchyl, ba přímo naopak."
0,5,5," LFŠ 2009 Okolní nízka či dokonce odpadová hodnocení jsou dána nikoliv tím, že se jedná o natolik kontroverzní, v mnoha zemích zakazovaný film, ale právě tím, že má takovou pověst, které nakonec nedostoji (ani nechce dostát) a měšťáci pohoršeni či znuděni výjevy nejsou schopni se naladit na spirituální mód a všímat si mnoha myšlenek. (Argumentovat ""nudou"" a ""potřebným zkrácením"" je pochybné, protože je SVATEBNÍ VÁZA založena v první hodině na retardaci a poté ve zbylých dvaceti minutách na redundanci.) Každý, kdo má nakoukány snímky pro otrlé diváky, musí poznat, že nejde o vršení šokantních obrazů (a pokud tomu tak je, má to své opodstatnění), ale o systematické užívání kontrastů: kompozice obrazů jako malířských pláten X jejich obsah, co se v nich/na nich odehrává; anální sex s prasetem a pojídání výkalů a následné zvracení X duchovní hudba zjemňující zobrazované (především Monteverdi); soustřeďování se na fyzické uspokojení a ukojení potřeb (sex a jídlo) X snaha ""dotknout se nebes"", duchovní očista; muž s prasnicí a třemi prasáčaty jako poslední muž na Zemi snažící se o zachování života X muž s prasnicí a třemi prasáčaty jako první muž na Zemi snažící se o rozšíření ""rodu""; taktilní dorozumívání se beze slov, pouze doteky X komunikace mezi zvířaty na několika úrovních; zdánlivě prosté, pasoliniovsky neotesané dílo X promyšlené, mnoha významy a odkazy na knihy, plátna a filmy přeplněné dílo... a tak by se dalo pokračovat, než by se dosáhlo kontaktu s neuchopitelným. P.S. Kdo mi vysvětlí, co hlavní hrdiny na té svini viděl, když nebyla tak fešná jako čuník Arnold ani chytrá jako prasátko Babe, má u mě mojito. P.P.S. Opravdu jsem jediný, koho (spoiler!) napadlo, že hlavní hrdina zabil ona tři prasátka, protože nebyla jeho (nebyla mu totiž podobná) - ona svině mu byla nevěrná (konec spoileru)? 9/10"
0,0,0," Mám rád kontroverzní filmy, sem tam i úchylný, ale co je moc, to je moc. Nahatej farmář co souloží s prasetem, pojídá vlastní hovna, ""oběsí své 3 děti"" selata a zbytek času, něco přes hodinu čumí na zbytek své fauny. Víckrát vidět nemusím a ani nechci."
0,5,5, Dokonalé filmy se nedají hodnotit.
0,0,0," Naozaj neviem ako hodnotiť. Pustil som si to totiž pripravený vidieť zasa nejaký šok. A už som sa ""tešil"", že si tu opäť raz vylejem srdce :-) a pozastavím sa nad zvrátenosťou tohto sveta, tentokrát prezentovanú cez zoofilnú úchylku hlavného hrdinu. V podstate sa ale jedná o celkom - svojho druhu - poetický príbeh samotára, ktorého jeho vyčlenenie mimo čas a priestor nášho civilizovaného sveta na konci deštruktívne pohltí. Takže hviezdičky ? --- Ibaže chlapíkovi z toho ""jeb - ne"" tak mocne, že sa oddáva ""láske k prasaťu"" a pojedá ... Skrátka kandidát na odpad!. Ja sa skôr prikláňam k odpadu, zoofili nech si dajú absolutórium. A ešte niečo. Horor to naozaj nie je. (8.3.2009) - inak tie kecy z oficiálneho textu tam hore, sú fakt zábavné :-) namontujme to na surrealizmus a môžeme si uctievať aj zvrátenosti ako umelecké limity nášho kauzálne trápneho bytia. HA HA"
0,5,5, transcendentní záležitost pro art&perverse freaks
0,1,1," každý má nějaké tajemství a každý je tak nějak úchylný. Jsem rád, že já nejsem posedlý právě tímto:-)))"
0,3,3, Jak napsal Paldini : Zaslouzilo by to zkratit.
3,1,2," Na malebné farmě uprostřed panenské přírody žil jeden farmář se svými zvířátky. Všechna je měl moc rád, ale nejvíce ze všeho miloval své prasátko. Vase de noces je laskavý a líbezný film pro celou rodinu, podbarvený vznešenou duchovní hudbou. ""Když jsem já souložil to první léto, vysouložil jsem si selátko za to..""__________Omluvte prosím snížené množství inteligence v tomto komentáři. Chtěl jsem, aby ladil k tomuto filmu, který obsahuje také snížené množství inteligence. _____________ Piggsy: Od člověka s takovým nickem bych čekal trochu více nadšení pro věc."
0,0,0," Todle je typický příklad filmu, u kterého si člověk říká, jak to mohl vůbec někdo natočit. Úchylnost největšího kalibru, připomínající 'Salo aneb 120 dní sodomy'. Mám rád filmy, které se nebojí cenzury, ale todle byl už opravdu extrém. Jeden jediný herec neřekne za celou dobu jediné slovo a provádí věci, nad kterými zůstává rozum stát. Za doprovodu  náboženské hudby a zvláštních pazvuků sledujete, jak se chlap živí směsí vlastních výkalů a krve mrtvých prasat, načež následně zvrací do plechové vany. Film nemá žádný děj, je to jen jedna úchylnost za druhou. Pokud chcete vidět, jak se prase ryje v hovnech, jak mu stříkají sračky z prdele a jak to do něj nějaký úchyl pere tak dlouho, dokud se mu nenarodí selata, pak vám tento film doporučuju. Podle mě to je neskutečná prasárna a zhovadilost - odpad ze všech odpadů ten největší!"
0,2,2," Film doporučuji jen otrlému divákovi. Ne, proto, že obsahuje pár nechutných scén (poprava slepice, soulož s prasetem, pojídání vlastních exkrementů), ale proto, že je to dost velká nuda a neškodilo by film prostříhat a zkrátit tak na 40 minut. Naopak, co nenudí, je výběr hudebního podbarvení a skvělé vkomponování různých reálných zvuků a projevů, jak zvířat, tak hlavního hrdiny do snímku (i když zvuky toho, jak hrdina tlačí na latríně, jsem slyšet nemusel). A o čem to je? O jednom romantickém vztahu plném lásky a taky o zlobivých dětech, které jsou za své neplechy nepatřičně potrestány."
0,4,4," Docela povedené staré sci-fi. Má to příběh, má to nápad, dokonce i efekty nejsou tak strašný (na svou dobu). Celkově se mi zde líbila atmosféra, prostředí i zpracování. Podle mě je to jeden z těch mnoha nedoceněných filmů, který by si tady rozhodně zasloužil lepší hodnocení, než právě má (cca 40%, když píšu tento komentář). Myslím si, že rozhodně stojí za to dát tomuto filmu šanci a mrknout se na něj."
1,4,3," ""Pre nás fyzikov je minulosť, prítomnosť a budúcnosť, iba čistá ilúzia"", tento citát od Einsteina použil Pat Morita vo filme neraz. Nenápadný a snáď aj väčšine absolútne neznámy sci-fi film so skvelým námetom i sympatickým spracovaním."
5,3,2," Paradni C-ckova katastrofa vznikla za dob exploze pujcoven videokazet. Miniaturni rozpocet, miniaturni pocet hercu, nahotinky, nasily a sem tam nakej ten vtip.skoda jenom, ze film chvilemi naprosto ztraci spad a dost nudi."
0,1,1," Ach, ta VHS éra, kdy o úspěchu filmu nerozhodovaly jeho kvality, ale název a obal, případně ještě trailer. Může snad být něco famóznějšího než ""Kočky z internátu na humusáckém bowlingu"", navíc když k tomu láká obrázek se spoře oděnými děvami a příslibem nějakého nadpřirozena? No, právě že může, a to vlastně cokoli. Film, který se za mistrovskou propagací skrývá, je totiž jedním z nejvýmluvnějších příkladů video šumařiny. David DeCoteau tentokrát zaštítil marný mix teenagerských pseudo-lascivních bijáků a hororové komedie, přičemž pořádně se nedostane ani na jedno. U tohoto filmu se nedá bavit tím, co jednotlivé scény obsahují, ani jak bídně je to zpracované. Tady poslední záchranu skýtá jen pobavení nad tím, co neobsahují, protože na to tvůrci neměli ať už peníze, schopnosti či nápaditost. Z ""Kočkek z internátu"" si odnesete ponaučení, že gore, masky a efekty svého času byly překvapivě nákladnější než bazální kaskadérské kousky, takže sice ve finále dojde na jeden záběr s převrácením auta na střechu, ale už ne na krev kdykoli během filmu. Což v hororu, který se jinak může chlubit akorát zoufalými vtípky a úmornými dialogy debilních postav je zásadní nedostatek. Překvapivě ale také DeCoteau a spol. ukazují, že klasická poznámka na adresu braku, kterak nahota a postelovky vyjdou levněji než dialogy, nemusí platit, pokud najdete dostatečně laciného scenáristu. Ale co, v éře VHS trhu nic z řečeného nebylo důvodem neúspěchu, naopak věhlas ""Koček z internátu"" zůstává úsměvným dokladem, že tehdy stačilo divákům určitého věku ke spokojenosti vskutku málo."
1,1,0," Od tohto sa síce nedalo čakať nič než veľký, smaragdom vykladaný prd, ale aj tak som dúfal v priblblú trashovú zábavu s démonom, kozami a Linneou. Ono, kozy aj Linnea tam boli, ale nie dohromady, Linnea totiž odhalila len pol prsa. Nejaký teen čuráci majú ukradnúť bowlingovú trofej, v ktorej je mimochodom zavretý démon, respektíve imp. Ten sa chvíľu tvári že plní želania ( tlsťochovi dá zlaté tehly a dievča obdarí koncentrovanou nadržanosťou ) a potom začne zabíjať pomocou dvoch zombíc. Jedna má účes ako Frankensteinova nevesta a druhá má na tvári zelené jebáky. Mohla by to byť sranda, ale akosi nebola. Scenár neexistuje, gore len stotina štipky a vtipy nekomentujem, lebo som sa nesmial ( no, snáď ten  nahluchlý upratovač opakujúci čo už bolo povedané ). Čo nám teda ostalo je pobehovanie po tmavej budove a stupídne dialógy. A Linnea ako badass punkerka, ktorá má tentoraz dosť priestoru, ale hrá snáď najhoršie zo všetkých, ak je to vôbec možné ( ale aspoň hlesne ono ""yeah, it was very stupid"", čo potom vysamplovali Static-X ). Úchvatná je záverečná likvidácia Impa prikradnutím odzadu a zavretím do plechovky ktorú následne nechajú na chodníku. APLAUZ PROSÍM!  Zďaleka najvtipnejšou vecou na celom filme sú tie štvor až päťhviezdičkové hodnotenia, ktoré očividne musia byť výsledkom čiernej mágie čo sa fatálne vymkla spod kontroly."
0,1,1," Tak tohle podle mě někdo napsal když měl ještě jen deset. Hihi-haha-bacha-au-pozor, těžší slova ve scénáři nebyli. A někdo jiný zas to natočil. Průměrné hodnocení 73 % tady je malinko mimo. 1/5"
0,3,3," Je to levný, je to blbý, ale k tomu i zábavný - co je to? Trash! Pokud jste viděli, případně alespoň znáte vály jako tenhle nebo tenhle, budete mít celkem jasnou představu, co jsou Kočky z internátu zač. Správně, céčko olizující béčko, v němž není nouze o pořádný kozy, pár bobrů, levné vtípky, špatné efekty, ještě horší herce a co je snad nejhorší, tak je ta absence krve. Ještě, že tu máme sympaťačku Linneu, ta leccos zachrání. Jo a pozor! V 52. minutě Linnea vyhrkne ""Yeah, it was very stupid!"" Přesně tuhle hlášku použili elektro-metaloví Static-X v songu ""I'm with Stupid"" k jejich debutovému albu."
0,3,3," Nic extra se nekoná,  DeCoteau nevěděl co chce točit jestli komedii nebo horor. Nakonec z toho vešlo....Mišmaš, ale rozhodně ne dobrá věc. Efekty jsou bohužel slabší a i když tu jsou dobrá kočky jako Quigley a Stevens tak ani to nezachrání   tu nudu která tu vyčuhuje z každé scény. Pro mě zklamání Olen Ray má daleko lepší ujeťárny."
0,5,5," Nic si o tom filmu nečtěte (já to taky udělal). Sežeňte si ho, posaďte se do křesla, nabijte si bongo, dejte si několik prásku a bavte se. O zábavu se Vám kočky rozhodně postarají. Super úlet na zimní večer. 90%"
0,4,4," Béčko, ktoré béčkovatejšie snáď byť už ani nemôže. 80´s kočky (predovšetkým tu roztomilo drsná béčková scream queen Linnea Quigley), more prehrávania, ktoré sa tu mení na štýl a vlastne i na veľké plus, a horrorové scény tak trochu v štýle nočných môr Freddyho Kruegera, mínus rozpočet a to, že sa neberú veľmi vážne.Celkovo malý rozpočet je úspešne zakrytý už spomínaným prehrávaním a prebíja ho úžasná 80´s VHS atmosféra(stačí sa pozrieť na nádherný poster). Tento film by ste si priali mať na videokazete!"
0,5,5," Horor nikdy! Komedie ano. Samotná příšerka se nepovedla stejně jako dát děj dohromady a do to Linnea Quigley. Proč tedy pět hvězdiček. Protože jsem se bavil každou minutu čím vším mohl režisér 80.le dostat peníze na realizaci svých snů a pokud jde o céčkaře Davida,není se čemu divit."
0,1,1," Tři roky po natočení své šílenosti a dle diváků i jednom z vůbec nejhorších hororů všech dob, se režisér Nguyen rozhodl přijít s pokračováním. A to ne ledajakým. Pro těch svých pár příznivců ale spíše pro své odpůrce nachystal další porci neuvěřitelně špatné podívané, při které zůstane nejednomu rozum stát. Zatímco v prvním Birdemicu jsem mu byl ochotný tu jeho „recesi“ tolerovat a v menší míře jsem se u toho dokázal i částečně pobavit, tak tohle už bylo dost přes čáru – protože opakovaný vtip už není vtipem.  

Opět tu sledujeme zhruba čtyřicetiminutovou nudu, která skoro jakoby vypadla z oka svému staršímu předchůdci. Otřesné dialogy, toporné (ne)herecké výkony, nezáživné pasáže okořeněné o trošku té muziky (zase se mu podařilo překecat toho zpívajícího DJ) – taneček Whitney Moore vypadal, jako by tam byli snad úplně všichni sjetí a ona nejvíc. Nguyen ovšem zašel ještě dále. Kromě doplnění o digitální orly a supy (kteří opět staticky stojí na místě, jen máchají křídly) se tu později objeví i zombíci. A aby toho nebylo málo, objeví se i trocha té nahoty – bez ní by to přeci nešlo. Máchání rukama, ramínky ze šatníku, deštníkem či dětskými pistolkami – kouzlo však už zcela vyprchalo a vypadalo to hodně trapně…

Dvojka už prostě zcela jasně patří do céčkové žumpy. Naštěstí jsem viděl jen 79 minutovou verzi (údajně existuje i 90 minutová, ale nikde jsem jí nenašel), takže jsem to dokázal přetrpět až do samotného konce. 20%"
0,0,0," A máme vítěze. Viděl jsem už leccos, ale tohle je pro mě jednoznačně nejhorší film všech dob!"
0,0,0," James Nguyen si jede i podruhé tu svou a je mu celkem jedno, jak je to kvalitní, jak moc se neposunul a že v podstatě natočil to samé, stejně špatné, stejně dlouhé, stejně otravné a s tak příšernými ptáky, že se na to už podruhé skoro nedá koukat. Velmi zbytečný film, který je jedním z důvodů, proč jsou hororová tvorba a nezávislá a amatérská tvorba tolik podceňovány. Prostě se tomu nic navíc nedává."
0,0,0," Sú filmy, ktoré musíte vidieť prv než zomriete a sú filmy kedy chcete radšej zomrieť než ich vidieť. A toto je ten prípad. 0%"
0,0,0," Ono ťažko hodnotiť amatérsku chujovinu, ktorá bola myslená ako seriózny film a skončila ako amatérska komédia, preto tri hviezdičky. Podobne ako v jednotke zaujala hlavne Whitney Moore čoby hlavná hrdinka."
5,0,5, Skalní volič Strany zelených James Nguyen opět nezklamal.
0,1,1, Na tomto filme môžu zaujať len tri veci (za tie dávam hviedzičku)....  0% 
0,0,0," No bomba je to, co vám budu nalhávat. Když někdo ze štábu točí nad hlavou vycpanou vránou a vy jako herec máte předstírat strach, máte co dělat, aby jste se neposrali smíchy. Tohle neocení ani jistá sestra, která je zvyklá na lecjaké(většinou domácí, až rodinné) ptáky."
0,0,0," A opět grafika, zpracovaná dětmi v mateřské škole. Zdá se mi, že, je to ještě horší než v jedničce. Ale ptáci, jakoby zavěšení na prádelní šňůře opět nezklamali. A perlička: Řekl jsem sestře, že ji pustím super horror a rychlým posuvem jsem najel na scénu s útokem ptáků. Sestra se chvílí dívá a pak řekla: ""To si natočil Ty?"" :-)"
